,관광지명,검색명,분류,주소,좌표(x),좌표 (y),봄,여름,가을,겨울,여자,남자,10대,20대,30대,40대,50대,60대,운영시간,주차장소,소요시간,사진,설명,휴일,전화번호,홈페이지
607,정선옹주 묘역,정선옹주 묘역,A02010700,서울특별시 구로구 궁동,126.82780879639999,37.502003497,22.0,32.0,26.0,20.0,42.0,58.0,0.0,0.0,4.0,22.0,42.0,31.0,,,None,http://tong.visitkorea.or.kr/cms/resource/30/2591830_image2_1.bmp,"정선옹주는 조선 제 14대 임금 선조의 7녀로, 세도가인 안동권씨 집안의 권대임과 결혼해 지금의 구로구 궁동 67번지 일대에서 살았습니다.궁동이라는 명칭도 그들이 궁궐 같은 기와집에서 살았던 것에서 유래되었다. 정선옹주 묘역에는 정선옹주 남편 권대임의 묘를 비롯해 여러 기의 안동권씨 무덤이 자리하고 있다. 이들의 묘는 조선 공신 묘역 조성 방식의 귀중한 사례가 되고 있으며, 묘역의 신도비와 묘비는 당시 묘제 연구에 귀중한 자료로 평가받고 있다.<br>",,02-860-2278,
608,정암사,정암사,A02010800,서울특별시 노원구 덕릉로94길 127,127.08494749309999,37.661911741,25.0,11.0,50.0,14.0,37.0,63.0,0.0,1.0,5.0,28.0,54.0,13.0,,,None,http://tong.visitkorea.or.kr/cms/resource/21/739121_image3_1.jpg,정암사는 서울 노원구와 경기 남양주시 별내면(別內面) 경계에 위치한 불암산 내에 있는 사찰이다.<br>,연중무휴,02-930-1995,
609,제이플아트,제이플아트,A02060500,서울특별시 서초구 서초대로53길 13,127.0147475117,37.4953298348,44.0,20.0,18.0,18.0,57.0,43.0,0.0,1.0,7.0,27.0,36.0,28.0,"평일 09:00~19:00<br />
토요일 09:00~16:00",주차 가능,,http://tong.visitkorea.or.kr/cms/resource/73/682173_image3_1.jpg,,"매주 일요일, 공휴일, 명절 연휴",02-593-1181,
610,조계사(서울),조계사,A02010800,서울특별시 종로구 우정국로 55,126.9818371759,37.5738701204,51.0,28.0,8.0,13.0,56.0,44.0,0.0,1.0,6.0,60.0,20.0,13.0,,있음 (주차공간 협소함으로 가능한 대중교통 이용 바람),None,http://tong.visitkorea.or.kr/cms/resource/96/1985196_image3_1.jpg,"조계사는 대한불교 직할교구 본사로서 조계종 총무원, 중앙종회 등이 자리하고 있는 한국 불교의 중심 사찰이다. 원래 고려 말(14C말엽) 현 수송공원(전 중동고등학교 위치)에 창건된 사찰로서 화재로 소실(연대미상)되었다가 1910년 한용운, 이희광스님 등에 의해 각황사란 이름으로 중창되었다. 그 뒤 태고사로 개칭되어 1936년 한국 불교의 최고 기관으로서의 역할을 수행하다가 1954년 일제의 잔재를 몰아내려는 불교정화운동이 일어난 후 지금의 조계사로 바뀌었다.조계산은 중국 선불교의 육대 조사인 혜능대사 (638-713)께서 주석하셨던 산의 이름이다. 육조 혜능대사는 여러 선사 가운데에서도 특히 존경받는 분으로 그 일생과 가르침은 끊임없이 연구되어 수행의 지표가 되고 있다. 오늘날 조계사는 한국불교와 그 대표 종파인 조계종의 주요 사원으로서 역할을 수행하고 있다. 조계사 법당은 불교행사의 중심 장소로서 거의 일년 내내 법문이나 염불, 강좌, 또는 제사라든가 그 밖의 의식들이 거행되고 있다. 조계사 법당 뒤에 자리한 건물은 조계종 총무원으로서, 조계종단 전체를 관할하는 행정기관인 만큼 다양한 행사와 활동으로 분주하다.<br /><br />1층의 불교회관은 전시회나 각종 행사장소로 이용되고 있으며, 이 건물 안에 자리한 불교신문사에서는 주간으로 불교 신문을 발행하고 있다. 법당 앞에는 1930년에 조성된 7층석탑이 있다. 석탑 안에는 부처님의 사리가 봉안되어 있는데, 이 사리는 스리랑카의 달마바라 스님이 1914년 한국에 모셔온 것이다. 이 석탑 양편에는 석등이 자리하고 있으며 법당을 바라보면서 왼편으로 종각이 보인다. 종각에는 큰북과 범종, 운판과 목어가 있어 아침 저녁 예불 때마다 울린다. 이는 비단 사 람들 뿐만 아니라 부처님의 깨달음의 말씀을 듣고자 하는 모든 중생들을 위한 것인데 큰북은 네발 달린 짐승을, 범종은 타락하거나 지옥의 고통을 받는 이들을, 운판은 하늘의 날짐승을, 목어는 물에 사는 짐승을 제도하기 위한 것이다.<br /><br />종각 옆에는 1991년 말에 완공된 제 1문화교육관이 있다. 이 곳 문화교육관에서는 대체로 기도나  법회를 중심으로 활동을 해온 기존의 사원기능을 보다 확대하여 결혼식이나 세미나, 강연회, 연극공연, 음악제, 전시회와 같은 여러 문화행사가 열린다. 조계사 마당에는 오백 년이 된 백송 한 그루가 있다. 높이 12m, 둘레 1.67m로서 천연기념물 제9호로 지정되어 있다. 또한 법당 정면에는 사백년된 24m 높이의 회화나무가 있어 우아한 자태를 뽐내고 있다. 제 2문화교육관에 위치한 조계사 교화사무국은 한국 사찰 중에서 유일하게 본사에만 구성되어 있는 불법홍포 전담기구로서 2년제 불교대학을 운영하며  부설로서 초심자를 위한 기초교리 강좌, 경전연구강원, 다양한 취미생활을 위한 문화강좌 등의 교육업무를 관장하고 있고 매월 2회 조계 사보(신문)를 발간, 신도 및 일반불자들에게 불교계 소식과 불법을 전파하고 있으며, 특시 사찰관리 및 업무 전산화를 위해 전산실을 운영하고 있다.<br>",연중개방,02-768-8600,http://www.jogyesa.kr
611,조선일보 뉴지엄,조선일보 뉴지엄,A02040800,서울특별시 동작구 현충로 124,126.9671293186,37.5061749444,31.0,39.0,21.0,10.0,60.0,40.0,0.0,2.0,7.0,19.0,34.0,38.0,화~일 10:00~18:00,있음(대형버스는 국립현충원 주차장 이용),None,,"<strong>스마트한 신문 세상을 향한 한 걸음</strong><br /><br />조선일보 뉴지엄은 뉴스(News)와 박물관(Museum)의 개념을 함께 아우른 공간으로, 조선일보 역사기념관과 미디어체험관으로 구성되어 있다. 국내 최초로 신문과 방송, 스마트폰과 3D 입체영상 등 첨단 정보기술을 접목시킨 복합 미디어체험관은 청소년들이 신문, 방송의 제작 현장을 체험해보며 미디어에 대한 이해를 높일 수 있는 기회를 마련했다.<br>",월요일,02-3280-3244,http://newseum.chosun.com
612,조선일보미술관,조선일보미술관,A02060500,서울특별시 중구 세종대로21길 61,126.97588229670001,37.5691455626,50.0,0.0,50.0,0.0,76.0,24.0,0.0,0.0,3.0,17.0,54.0,25.0,10:00~18:00 (전시에 따라 다름),없음,,http://tong.visitkorea.or.kr/cms/resource/60/696960_image3_1.jpg,"1988년 4월에 개관한 조선일보미술관은 해마다 수십 건의 기획전과 초대전, 그리고 대관전을 유치함으로써 작가들의 작품발표 기회를 부여함과 동시에 일반인들의 문화적 욕구를 충족시켜 왔다. 
<br><br>&lt;샤갈전&gt;, &lt;독일 현대 판화전&gt;, &lt;호주 원주민 미술전&gt;, &lt;미국 추상 미술의 신조류전&gt;, &lt;올해의 젊은 작가전&gt;, &lt;고야 판화전&gt;, &lt;백남준 비디오아트전&gt;, &lt;폴란드 현대 미술전&gt;, &lt;문신 조각 초대전&gt;, &lt;변종하 초대전&gt;, &lt;강익중 초대전&gt;, &lt;전수전 초대전&gt;, &lt;운보 김기창 초대전&gt;, &lt;헬무트 뉴턴 사진전&gt;, &lt;윌리호니스 사진전&gt;등 굵직한 기획 초대전을 개최함으로써 새로운 미술 문화의 영역을 확대 및 재생산해 왔다.<br>
<br>조선일보 미술관은 앞으로도 끊임없는 기획전과 수준 높은 대관 전시를 유치함으로써 늘 주목 받는 전시장으로 자리 잡을 것이다. 150평에 이르는 넓은 전시 공간과 깨끗한 시설, 조용하고 아늑한 분위기, 순백의 전시 공간은 관객들을 향해 늘&nbsp;개방되어 있다.<br>",전시기간 중 무휴,조선일보미술관 02-724-6322,http://gallery.chosun.com
613,조수정 한지그림 갤러리,조수정 한지그림 갤러리,A02060500,서울특별시 강남구 테헤란로92길 14,127.06119850799999,37.5070320885,45.0,18.0,8.0,29.0,59.0,41.0,0.0,0.0,2.0,13.0,38.0,47.0,11:00~21:00 (토요일 11:00~17:00),있음,약 1시간,,"조수정 한지그림 갤러리는 한지그림 전문 갤러리로서 한지그림의 성지와 같은곳이다. 우리나라에 처음으로 한지그림을 보급하고 한지그림이란 이름을 명명하고 30년 세월을 한지그림과 함께해온 (사) 대한민국 한지그림협회의 총 본산이기도 하다. 따라서 한지그림을 널리 알리고 보급하고자 하는 취지로 만들어진 갤러리로서 일반인들이 쉽게 접할 수 있도록 갤러리와 전통적인 분위기의 카페를 겸하고 있다. 지하에는 교육장을 갖추고 있고, 옥상의 하늘정원에는 멀리 북한산 인수봉이 한눈에 바라다 보이는 넓은 정자가 있어 전통과 현대의 절묘한 조화가 도심속에서도 힐링을 경험할 수 있게 하는 곳이다. 한지그림 체험과 더불어 품위있는 전통차와 격조있는 분위기가 어우러진 강남의 새로운 명소에서 색다른 경험과 재미를 경험할 수 있다.<br>","일요일, 공휴일",02-501-1505,http://www.hanjigrim.com
614,조형갤러리,조형갤러리,A02060500,서울특별시 종로구 인사동5길 29,126.9848258458,37.5719870597,21.0,23.0,27.0,30.0,60.0,40.0,0.0,0.0,4.0,19.0,33.0,44.0,10:30∼18:30,주차 가능(건물 주차장 이용),,,"조형 갤러리는 1990년에 관훈동에서 개관이후2002년 인사동 소재 태화빌딩에 있는 더 넓은 공간으로 확장이전하여 회화제 및 인사포럼과 역량있는 작가의 기획전시 및 대관 전시를 통하여 여러 분야의 미술을 소개하며 또한 이를 통하여 미술 발전에 많은 노력을 경주하고 있다. 조형 갤러리의 전시 공간의 주요 부분은 좌우 15m의 정사각형의 형태와 나머지 부분은 좌우의 4m, 6m의 전시공간과 천장의 높이는 3m로 구성되어 있다. 정사각형 구조와 높은 천장으로 이루어진 전시공간의 장점으로 전시 되어지는 모든 작품이 한 눈에 들어 올 수 있는 시원한 구도로 작품이 감상되어 진다. 가벽을 설치하여 자연스럽게 여러가지 형태의 전시공간을 만들어 많은 작품이 전시되어지며, 또한 자신만의 독특한 전시 형태를 연출 할 수 있는 인사동에 소재한 대형 전시공간이다.<br>",연중무휴,조형갤러리 02-736-4804,http://www.chohyunggallery.com
615,종로문화원,종로문화원,A02060700,서울특별시 종로구 율곡로 5,126.9802816989,37.576094834,32.0,20.0,28.0,20.0,50.0,50.0,0.0,2.0,9.0,38.0,30.0,20.0,09:00~18:00,,,http://tong.visitkorea.or.kr/cms/resource/15/1894715_image3_1.jpg,"종로문화원은 종로의 다양한 문화유산과 전통거리골목 등과 다양한 문화행사를 통해 시민들과 관광객들에게 제공하며, 지역주민의 삶의 질 향상과 문화복지의 지속적 확산을 꿈꾸며 여가선용의 기회를 부여하고 있다<br>","토요일, 일요일, 공휴일",종로문화원 02-2148-4087-8,http://jongno.kccf.or.kr
616,종묘 [유네스코 세계문화유산],종묘 ,A02010700,서울특별시 종로구 종로 157,126.99489989370001,37.573189878499996,0.0,100.0,0.0,0.0,38.0,62.0,0.0,7.0,10.0,33.0,15.0,35.0,"[일반관람] 언어권별 시간제관람<br />
[자유관람 - 매주 토요일, 매월 마지막 주 수요일]<br />
2~5월, 9~10월 09:00~18:00<br />
6~8월 09:00~18:30<br />
11~1월 09:00~17:30<br />
※ 매표는 마감 1시간 전까지","없음(종묘 앞 공원 주차장 이용, 유료)",None,http://tong.visitkorea.or.kr/cms/resource/41/2678541_image3_1.jpg,"종묘는 조선왕조의 역대 왕과 왕비 그리고 사후에 추존된 왕과 왕비의 신주(神主)를  모신 사당이다. 56,500평의 경내에 종묘정전을 비롯, 별묘인 영녕전과 전사청, 어숙실, 향대청, 신당 등의 건물이 있다. 여기에 제사를 지내는 종묘대제(宗廟大祭)는 삼국 시대부터 있었던 국가적인 행사였다. 역대 임금에게 제사를 지내는 의식은 왕조시대에 빼놓을 수 없는 나라의 으뜸가는 행사이자 통치질서의 기본이었다. 종묘는 중국에서 비롯된 제도로 왕조시대의 정신세계를 지배한 예제(禮制)의 핵심이었다. 그래서 역대 왕조는 종묘를 가장 중요한 제사 대상으로 삼았고 그 건축과 조경에도 궁궐에 버금가는 정성을 쏟았다. 조선왕조를 개국한 태조 이성계가 수도를 개경에서 한양으로 옮긴 뒤 경복궁과 동시에 세운 곳이 종묘였다. 그만큼 새 왕조에게 있어 종묘는 중요한 공간이었다. 종묘는 궁궐의 동쪽에 지어야 한다는 중국의 제도를 본따 경복궁의 동쪽에 세웠다. 그러나 종묘는 우리 현실에 맞게 수용되면서 한국 고유의 특성을 간직한 문화유산으로 자리잡았다. 단순한 구조의 재실을 길게 연결해 장엄한 엄숙미를 유감없이 발휘하였으며, 잡다한 장식을 일체 곁들이지 않은 최소한의 공간 구성으로 제사공간이 갖는 웅장하고 엄숙한 분위기가 되도록 만들었다. 종묘제례는 1975년에&nbsp;국가무형문화재 제56호로 지정되었고, 유네스코는 1995년 12월 9일에 불국사, 석굴암, 해인사의 팔만대장경 판고와 함께 종묘를 세계문화유산으로 지정하였다. 현재 종묘 정전에는 19실에 49위, 영녕전에는 16실에 34위, 정전묘정 공신당에 83위의 신위가 각각 봉안되어 있다.<br /><br />* 종묘제례 및 종묘제례악<br /><br />종묘에서 베풀어지는 제사 의식을 종묘제례라 부른다. 이 의식은 조선시대에는 춘하추동의 첫 달과 그해 12월 섣달에 대제를 올렸는데, 일제 때 중단되었다가 1971년부터 ""전주 이씨 대동종약원(전화:765-2124)"" 에서 매년 5월 첫째 일요일에 대제를 올리고 있다. 각 제사 의례에 맞추어 음악과 무용이 곁들여져 경건한 분위기를 더욱 고양시키는데 이를 종묘제례악이라고 한다. 종묘의 뛰어난 건축미와 엄숙한 제사 의례만큼이나 장엄미가 돋보이는 음악으로 역사적, 예술적 가치가 크며 동양에서도 드물게 남아있는 고전음악이다. 우리 고유의 음률을 통해 왕조의 창업과 기상을 노래하고 있으며, 모든 행사의 순서에 맞추어 춤과 음악이 조화를 이룬다. 이 종묘제례악은 국립국악원이 전수하였으며 국가무형문화재 1호로 지정되어 있다.<br>",매주 화요일,"종묘관리소 02-765-0195<br />
문화재 해설 및 안내, 외국어 통/번역 02-2174-3636",http://tour.jongno.go.kr
617,종묘광장공원,종묘광장공원,A02020700,서울특별시 종로구 종로 157,126.9944166605,37.5711956572,93.0,1.0,5.0,0.0,45.0,55.0,0.0,3.0,12.0,33.0,26.0,26.0,24시간,"종묘지하주차장에 1,000여 대 주차 가능",None,http://tong.visitkorea.or.kr/cms/resource/90/1985990_image3_1.jpg,"종묘는 조선 왕조의 왕과 왕비, 그리고 사후에 추존된 왕과 왕비의 신주를 모신 사당이다.종묘 건축물은 문화적, 건축적 가치를 인정받아, 1995년 12월 유네스코 세계유산위원회의 정기총회 의결을 거쳐 세계문화유산으로 등록됐다.종묘 앞 일대 39,669m²(1만 2천여 평)의 마당에 주차시설을 갖춘 종묘광장공원은 서울시민들의 휴식공간으로 널리 이용되고 있다. 공원 안에는 조선왕조 역대 임금들이 종묘를 드나들 때 물을 마셨다는 우물이 다시 만들어졌고, 월남 이상재선생의 동상과 편의시설을 갖춘 녹지대가 만들어져 있다. 서울시는 15,206m²(약 4,600평)에 달하는 주차광장을 문화예술의 광장으로 활용할 계획이며, 특히 젊은이들이 마음껏 활용할 수 있도록 자율적인 운영을 해 나갈 방침이다.<br>",연중개방,02-2148-2842,http://tour.jongno.go.kr
618,종묘대제 2020,종묘대제 ,A02070200,서울특별시 종로구 종로 157,126.99444712569999,37.5742897425,16.0,32.0,17.0,35.0,76.0,24.0,0.0,1.0,19.0,65.0,10.0,6.0,None,None,기간내자유,http://tong.visitkorea.or.kr/cms/resource/28/935328_image3_1.jpg,"<b>※ 코로나바이러스감염증-19 공지사항<br>※ 내용 : 기존 5월 → 11월로 연기</b><br><u><a href=""https://korean.visitkorea.or.kr/notice/news_detail.do?nwsid=8cdd65e1-59f1-4904-8bc9-884001e40911"" title=""여행정보 변동사항 페이지로 이동"">→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기</a></u><br><br>종묘대제는 조선의 국가사당이며, 유네스코 세계유산인 종묘에서 조선왕조 역대 왕과 왕비의 신위를 모시고 지내는 제사이다. 제사 가운데 가장 규모가 크고 중요하기 때문에 '종묘대제'라고도 한다.<br><br>중요무형문화재 제56호인 종묘대제는 세계유산인 종묘에서 봉행되는 국가제사로 유형과 무형의 세계유산을 함께 감상할 수 있는 유례가 드문 전통의례이다. 또한 종묘제례 및 종묘제례악은 유네스코 인류무형유산에 등재되었다.<br><br>문화재청 국립무형유산원과 한국문화재재단이 공동 주최하고 종묘대제봉행위원회(종묘제례보존회ㆍ종묘제례악보존회)가 주관하는 종묘대제는 매년 5월 첫째주 일요일에 봉행된다.",None,02-3210-4803,https://www.chf.or.kr
619,종이나라박물관,종이나라박물관,A02060100,서울특별시 중구 장충단로 166,127.0061575845,37.5596555423,16.0,38.0,16.0,31.0,72.0,28.0,2.0,10.0,6.0,37.0,29.0,17.0,"09:30~18:00
※ 30분 전까지 입장 가능",없음 (장애인 및 단체관람객 사전연락),약 40분,http://tong.visitkorea.or.kr/cms/resource/75/2017875_image3_1.jpg,"종이나라박물관은 우수한 우리의 종이접기와 종이문화를 보존, 전시하고 교육하여 박물관을 방문하신 여러분의 문화 예술 향수 기회를 확대하고 종이문화예술의 발전을 진작시키기 위해 설립되었다. 종이의 역사는 인류 기술 및 정보 발달 역사상 가장 중요한 부분을 차지하고 있기에, 인류문명의 역사와 함께 해 왔다고 해도 과언이 아니다. 특히 우리민족은 일찍이 발달한 제지기술을 바탕으로 일상생활에서 다양하게 종이를 이용해 왔다. 우리나라 사람들에게 종이는 산자와 죽은 자를 비롯한 인간과 신을 연결하는 매개체였으며, ‘문방사우’라 하여 문필의 용도였고 집의 마감재로써 다양한 공예품의 재료로써 최고의 장식품이자 생활용품이었다. 종이와 깊이 관련을 맺고 있는 우리민족의 삶이기에 종이문화예술은 한국인의 미감이 가장 잘 반영되어 있다. <br> 이렇듯 훌륭한 우리의 전통 문화의 중심인 종이접기와 종이문화의 가치를 주목하여 수준 높은 전시를 기획하고 아울러 국제교류를 통하여 우리의 종이문화예술을 해외에 적극적으로 홍보하고 있다. 또한 이를 통해 세계 모든 사람들에게 종이나라박물관의 작품을 통해 한국적 미감의 아름다움과 한국 문화의 우수성을 알리고자 한다.<br>","매주 일요일, 국가공휴일",02-2279-7901,http://www.papermuseum.or.kr
620,주한 프랑스문화원,주한 프랑스문화원,A02060800,서울특별시 중구 칠패로 42,126.9735272291,37.559493864299995,23.0,26.0,23.0,28.0,60.0,40.0,3.0,11.0,13.0,27.0,34.0,12.0,"월,목,금 11:00~18:00 <br />
화,수,토 11:00~20:00",주차 가능,,http://tong.visitkorea.or.kr/cms/resource/61/1902861_image3_1.jpg,"주한 프랑스문화원은 한국에서 프랑스를 사랑하고 불어를 쓰는 분들을 위해, 프랑스의 역사, 문화, 언어에 호기심을 가지고 있는 분들을 위해, 그리고 프랑스 또는 유럽에서 공부 하기를 원하는 학생들을 위해서 다양한 정보를 제공하고 있다.프랑스문화원은 크게 미디어도서관, 캠퍼스프랑스, 강연이나 세미나 등을 위한 다용도 강연실 및 휴식공간으로 이루어져 있으며, 미디어도서관에는 프랑스 서적, 영상 자료, 잡지, 아동도서, 음반 등의 자료를 갖추고 있으며 수십 종의 신문과 정기간행물을 비치해 두고 있다. 또한 불어 학습을 위한 온라인 자료실 및 전자도서관 컬처테크도 이용할 수 있다.<br /><br />컬처테크는 파리 프랑스문화원에서 각 국의 프랑스문화에 관심있는 사람들을 위해 만든 전자도서관으로 e-book, 영상자료, 잡지, 최신차트 음악, 아동도서, 불어배우기 프로그램 등을 온라인으로 열람할 수 있다.캠퍼스프랑스는 프랑스 유학 안내 업무를 수행하는 프랑스고등교육진흥원 서울 사무소로, 프랑스의 대학교·전문학교 및 전문 연수 선정과 등록절차·체류에 관한 실질적 정보를 제공한다.<br>","일요일, 공휴일",프랑스문화원 02-317-8500,http://www.institutfrancais
621,주한독일문화원,주한독일문화원,A02060800,서울특별시 용산구 소월로 132,126.98270441790001,37.5507617107,24.0,34.0,19.0,23.0,73.0,27.0,0.0,9.0,24.0,42.0,15.0,10.0,"[일반 방문시간]<br />
월~금요일 : 09:00~18:00<br />
[도서관 개관시간]<br />
개관시간 : 월~금 09:00~22:00 / 토 09:00~18:00 / 일 13:00~18:00<br />",주차공간이 협소한 관계로 수강생 및 방문객의 주차가 불가하니 인근 공영주차장 이용,,http://tong.visitkorea.or.kr/cms/resource/63/1902863_image3_1.jpg,"괴테-인스티투트(독일문화원)는 독일연방공화국의 문화기관으로 세계 각지에서 활동하고 있다. 괴테-인스티투트는 해외에서 독일어를 알리고 국제문화협력 활동을 지원한다.  또한 문화, 사회, 정치 관련 정보를 제공함으로써 포괄적인 독일의 모습을 소개한다. <br />
 전 세계를 망라한 괴테-인스티투트, 괴테-센터, 문화단체, 자료실을 비롯하여 어학능력시험센터와 어학교육센터로 이루어진 네트워크를 통하여 대외 문화 및 교육 정책의 중심 과제를 수행하고 있다. 또한, 독일의 공사립 문화단체, 연방주, 지역사회, 경제계의 파트너로서도 활동하고 있다. 괴테-인스티투트의 활동은 열린 사회와 생기 넘치는 독일문화의 풍부한 다양성에 바탕을 두고 있다. 
국내외 파트너들의 경험과 아이디어를 괴테-인스티투트의 전문 지식과 연계하며 파트너쉽에 기초를 둔 대화로 활동하고 있다. 독일, 독일어, 독일 문화에 적극적으로 관여하는 모두에게 서비스를 제공하며 파트너로서 자신의 책임하에 정치적인 영향을 받지 않으며 임무를 수행한다. <br />
괴테-인스티투트는 세계화의 문화 정책적인 요청에 부응하며 문화적 다양성이  재산으로 인정되고 상호 이해로 이루어지는 보다 인간다운 세상에 필요한 참신한 컨셉을 만들고 있다.<br>",일요일 및 국정 공휴일,주한독일문화원 02-2021-2800,https://www.goethe.de
622,주한영국문화원,주한영국문화원,A02060800,서울특별시 중구 서소문로11길 19,126.9724494351,37.5635461519,41.0,38.0,21.0,0.0,59.0,41.0,0.0,4.0,7.0,41.0,34.0,14.0,월~금 09:30~17:00,,,http://tong.visitkorea.or.kr/cms/resource/85/1895085_image3_1.jpg,"영국문화원은 교육, 문화, 과학기술 분야에서의 대외협력을 위한 영국정부의 공식기관의 역할을 수행하는 비영리 기관으로 1973년 8월 서울에 설립되어, 영국유학안내, 어학센터, 각종 영국 시험 운영 등의 서비스 및 문화예술, 과학기술, 영어교육 및 교육 전반에 대한 다양한 프로젝트와 교류 프로그램을 제공하고 있다.<br>",토/일/공휴일/영국문화원 지정 휴무일,주한영국문화원 02-3702-0601,http://www.britishcouncil.or.kr
623,주한이탈리아문화원,주한이탈리아문화원,A02060800,서울특별시 용산구 한남대로 98,127.0055027257,37.5371720318,36.0,25.0,12.0,27.0,70.0,30.0,0.0,1.0,3.0,16.0,43.0,38.0,"[도서관 열람 시간]<br />
월,수,금 10:00~12:30<br />
목요일 14:00~16:30",주차 가능,,http://tong.visitkorea.or.kr/cms/resource/20/1865620_image3_1.jpg,"이탈리아의 공식 기관인 서울 이탈리아 문화원은 사상과 예술, 학문의 교류를 용이하게 하기 위한 다양한 문화 행사들을 기획하여 이탈리아 문화와 이탈리아어를 대한민국에 보급하고 장려하기 위해 힘쓴다. <br />
이탈리아어와 문화 강좌(서강대학교에서 진행되는 강좌) 개설하여 뛰어난 이탈리아어와 한국어 실력을 갖춘 강사들에 의해 진행되는 이탈리아어 강좌를 
진행하며, 연 3회, 외국어로서의 이탈리아어 능력을 인증하는 증명서 취득 시험 실시한다. <br />
또한, 이탈리아 서적, 잡지, 신문, cd, dvd와 비디오테이프를 자유롭게 열람할 수 있도록 문화원 도서관 개방하며, 이탈리아의 문화계에 관한 정보와 자료 제공한다.<br>","공휴일, 이탈리아 공휴일 등","주한이탈리아문화원 02-796-0634, 797-7792",http://www.iicseoul.esteri.it
624,주한중국문화원,주한중국문화원,A02060800,서울특별시 종로구 사직로8길 23-1,126.9713158917,37.5746142897,15.0,31.0,34.0,19.0,76.0,24.0,0.0,3.0,14.0,50.0,24.0,10.0,09:00~17:30 (점심시간 12:00~13:30),,,http://tong.visitkorea.or.kr/cms/resource/94/1895094_image3_1.jpg,"중국정부가 아시아 지역에서는 최초로 개원한 문화원인 주한중국문화원은 2004년 12월 28일 설립되었으며,한국 각계 인사를 대상으로  현대 중국의 발전상과 중국 문화를 정확히 소개하여 중국을 이해하려는 한국인들에게 정확한 정보 서비스를 제공한다. <br />
중한 양국의 문화교류를 한층 활성화시켜 여러 형태의 문화활동 개최와 중국어 뿐만이 아닌 각종 중국에 관한 지식 강좌들을 열어 양국 국민들의 이해와 친선을 도모하며, 중한 양국문화에 관한 협력을 한단계 더 높여 서로 협력하며 문화교류를 하는 각계 인사들에게 교류와 친선의 장을 제공한다.<br>",매주 일요일,주한중국문화원 02-733-8307,http://www.cccseoul.org
625,중랑구립면목정보도서관,중랑구립면목정보도서관,A02060900,서울특별시 중랑구 면목로 397,127.08740495200001,37.587345453699996,30.0,29.0,22.0,18.0,51.0,49.0,0.0,6.0,13.0,46.0,24.0,10.0,"[종합자료실]<br />
화~금 09:00~22:00 / 토,일,월 09:00~17:00<br />
[전자정보실]<br />
화~금 09:00~20:00 / 토,일,월 09:00~17:00<br />
[유아·어린이 자료실]<br />
화~금 09:00~18:00 / 토,일,월 09:00~17:00<br />
[개인학습실]<br />
화~금 08:00~23:00 / 토,일,월 08:00~22:00",주차 가능,,http://tong.visitkorea.or.kr/cms/resource/93/1902893_image3_1.jpg,"중랑구립면목정보도서관은 2005년 11월 11일 개관하였으며, 
종합자료실, 전자정보실, 유아/어린이 자료실 등의 시설로 이루어져있다. 종합자료실은 일반도서 및 참고도서류 등 20,000여 권의 책과 100여 종의 연속간행물을 소장하고 개가제로 운영하고 있으며 도서관 이용에 
관한 안내와 참고질의 응답 등 전반적인 참고봉사업무를 수행하고 있다. 전자정보실은 멀티미디어 매체를 통한 지역정보센터의 역할을 수행하기 위해 인터넷, 문서편집, 웹편집, DVD/CD-ROM, 스캐너(1대) 등을 이용할 수 있도록 하고 있다. 그리고 유아·어린이 자료실은 취학전부터 초등학생들이 자유롭게 도서를 열람하고 대출할 수 있는 자료실로서 일반도서 및 참고도서류 등 10,000여권의 책을 소장하고 개가제로 운영하고 있으며 독서교실, 도서관 현장학습 등 아동들이 도서관 및 독서친화적인 생활을 할 수 있도록 
다양한 프로그램을 운영하고 있다.<br />
* 대출정보 : 대출권수는 1인 4권, 14일<br>","매월 첫째, 셋째 월요일 / 관공서의 공휴일에 관한 규정이 정하는 공휴일 (단, 일요일은 제외) 및 근로자의 날(5월1일) / 도서의 정리 등 기타 팀장(관장)이 필요하다고 인정하며 구청장의 승인을 얻은 경우 /&nbsp;개관기념일(12월1일)<br> ※ 단, 다섯번째 월요일은 정상 운영",중랑구립면목정보도서관 02-432-4123,http://www.jungnanglib.seoul.kr
